rank,action_key,total_amount,average_rate_per_second,mean_time_seconds,remaining_fraction_moment_1,node_type,name,synthetic,source,coproduct
149,__pr_graph_lp_or_to_or_and__: 888:entity-build: pumpjack --> entity: pumpjack:noncoproduct-route,270.15992324628127,0.4502665387438021,311.68599057543855,0.48052334904093574,,,True,entity-build: pumpjack --> entity: pumpjack,False
150,entity-build: pumpjack,270.15992324628127,0.4502665387438021,311.68599057543855,0.48052334904093574,entity-build,pumpjack,False,,False
151,__pr_graph_lp_or_to_or_and__: 378:item-craft: pumpjack --> item: pumpjack,270.1599232462812,0.450266538743802,311.6859905754385,0.48052334904093585,,,True,item-craft: pumpjack --> item: pumpjack,False
152,__pr_graph_lp_or_to_or_and__: 54:item: pumpjack --> entity-build-item: pumpjack,270.1599232462812,0.450266538743802,311.6859905754385,0.48052334904093585,,,True,item: pumpjack --> entity-build-item: pumpjack,False
153,recipe: pumpjack,270.1599232462812,0.450266538743802,311.6859905754385,0.48052334904093585,recipe,pumpjack,False,,True
154,__pr_graph_lp_or_to_or_and__: 13:item: chemical-plant --> entity-build-item: chemical-plant,232.99443389994457,0.3883240564999076,313.18759440782054,0.47802067598696574,,,True,item: chemical-plant --> entity-build-item: chemical-plant,False
155,__pr_graph_lp_or_to_or_and__: 390:item-craft: chemical-plant --> item: chemical-plant,232.99443389994457,0.3883240564999076,313.1875944078205,0.47802067598696585,,,True,item-craft: chemical-plant --> item: chemical-plant,False
156,__pr_graph_lp_or_to_or_and__: 864:entity-build: chemical-plant --> entity: chemical-plant:noncoproduct-route,232.99443389994457,0.3883240564999076,313.18759440782054,0.47802067598696574,,,True,entity-build: chemical-plant --> entity: chemical-plant,False
157,entity-build: chemical-plant,232.99443389994457,0.3883240564999076,313.18759440782054,0.47802067598696574,entity-build,chemical-plant,False,,False
158,recipe: chemical-plant,232.99443389994457,0.3883240564999076,313.1875944078205,0.47802067598696585,recipe,chemical-plant,False,,True
159,recipe: rocket-part,199.99999999999994,0.33333333333333326,470.64022236905987,0.21559962938490018,recipe,rocket-part,False,,True
160,__pr_graph_lp_or_to_or_and__: 10:item: oil-refinery --> entity-build-item: oil-refinery,157.94681194099064,0.26324468656831773,353.4268349586336,0.410955275068944,,,True,item: oil-refinery --> entity-build-item: oil-refinery,False
161,__pr_graph_lp_or_to_or_and__: 862:entity-build: oil-refinery --> entity: oil-refinery:noncoproduct-route,157.94681194099064,0.26324468656831773,353.4268349586335,0.41095527506894414,,,True,entity-build: oil-refinery --> entity: oil-refinery,False
162,entity-build: oil-refinery,157.94681194099064,0.26324468656831773,353.4268349586335,0.41095527506894414,entity-build,oil-refinery,False,,False
163,__pr_graph_lp_or_to_or_and__: 384:item-craft: oil-refinery --> item: oil-refinery,135.07996162314063,0.22513326937190106,311.68599057543867,0.4805233490409355,,,True,item-craft: oil-refinery --> item: oil-refinery,False
164,recipe: oil-refinery,135.07996162314063,0.22513326937190106,311.68599057543867,0.4805233490409355,recipe,oil-refinery,False,,True
165,__pr_graph_lp_or_to_or_and__: 249:item-craft: offshore-pump --> item: offshore-pump,104.88441866407568,0.17480736444012612,228.2084437149544,0.6196525938084093,,,True,item-craft: offshore-pump --> item: offshore-pump,False
166,recipe: offshore-pump,104.88441866407568,0.17480736444012612,228.20844371495463,0.619652593808409,recipe,offshore-pump,False,,True
167,__pr_graph_lp_or_to_or_and__: 57:item: offshore-pump --> entity-build-item: offshore-pump,104.88441866407567,0.17480736444012612,228.20844371495448,0.6196525938084092,,,True,item: offshore-pump --> entity-build-item: offshore-pump,False
168,__pr_graph_lp_or_to_or_and__: 890:entity-build: offshore-pump --> entity: offshore-pump:noncoproduct-route,104.88441866407565,0.1748073644401261,228.20844371495448,0.6196525938084092,,,True,entity-build: offshore-pump --> entity: offshore-pump,False
169,entity-build: offshore-pump,104.88441866407565,0.1748073644401261,228.20844371495448,0.6196525938084092,entity-build,offshore-pump,False,,False
170,entity-mine: huge-rock,98.475543312162,0.16412590552027,295.35583160072895,0.5077402806654517,entity-mine,huge-rock,False,,True
171,recipe: basic-oil-processing,62.5,0.10416666666666667,599.0444544018251,0.0015925759969581447,recipe,basic-oil-processing,False,,True
172,entity-mine: oil-refinery,22.86685031785001,0.03811141719641668,600.0,0.0,entity-mine,oil-refinery,False,,True
173,__pr_graph_lp_or_to_or_and__: 375:item-craft: rocket-silo --> item: rocket-silo,4.444680583970764,0.0074078009732846065,330.0143447140693,0.4499760921432178,,,True,item-craft: rocket-silo --> item: rocket-silo,False
174,__pr_graph_lp_or_to_or_and__: 79:item: rocket-silo --> entity-build-item: rocket-silo,4.444680583970733,0.007407800973284555,330.0143447140674,0.449976092143221,,,True,item: rocket-silo --> entity-build-item: rocket-silo,False
175,__pr_graph_lp_or_to_or_and__: 896:entity-build: rocket-silo --> entity: rocket-silo:noncoproduct-route,4.444680583970733,0.007407800973284555,330.0143447140674,0.449976092143221,,,True,entity-build: rocket-silo --> entity: rocket-silo,False
176,recipe: rocket-silo,3.4446805839707646,0.005741134306617941,269.7860402698671,0.5503565995502215,recipe,rocket-silo,False,,True
177,entity-build: rocket-silo,3.4446805839707326,0.0057411343066178875,269.78604026986403,0.5503565995502266,entity-build,rocket-silo,False,,False
178,__pr_graph_lp_or_to_or_and__: 1110:entity-rocket-silo: rocket-silo --> rocket-silo: :noncoproduct-route,2.0,0.0033333333333333335,470.64022236905987,0.21559962938490018,,,True,entity-rocket-silo: rocket-silo --> rocket-silo: ,False
179,__pr_graph_lp_or_to_or_and__: 1112:launch:  --> deliver: :noncoproduct-route,2.0,0.0033333333333333335,599.9968973652082,5.171057986406461e-06,,,True,launch:  --> deliver: ,False
180,entity-rocket-silo: rocket-silo,2.0,0.0033333333333333335,470.64022236905987,0.21559962938490018,entity-rocket-silo,rocket-silo,False,,False
181,__pr_graph_lp_or_to_or_and__: 983:item-deliver: steel-plate --> item: steel-plate:noncoproduct-route,1.999974144710068,0.003333290241183447,600.0,0.0,,,True,item-deliver: steel-plate --> item: steel-plate,False
182,item-deliver: steel-plate,1.999974144710068,0.003333290241183447,600.0,0.0,item-deliver,steel-plate,False,,False
183,item-launch: steel-plate,1.999974144710068,0.003333290241183447,600.0,0.0,item-launch,steel-plate,False,,True
184,launch: ,1.0,0.0016666666666666668,600.0,0.0,launch,,False,,False
185,__pr_graph_lp_technology_research__: advanced-circuit,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,advanced-circuit,True,TECH CONE COSTS/direct-cost inversion,False
186,__pr_graph_lp_technology_research__: advanced-material-processing,1.0,0.0016666666666666668,487.1336111127525,0.1881106481454126,technology-research,advanced-material-processing,True,TECH CONE COSTS/direct-cost inversion,False
187,__pr_graph_lp_technology_research__: advanced-material-processing-2,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,advanced-material-processing-2,True,TECH CONE COSTS/direct-cost inversion,False
188,__pr_graph_lp_technology_research__: advanced-oil-processing,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,advanced-oil-processing,True,TECH CONE COSTS/direct-cost inversion,False
189,__pr_graph_lp_technology_research__: automation,1.0,0.0016666666666666668,487.1336111127525,0.1881106481454126,technology-research,automation,True,TECH CONE COSTS/direct-cost inversion,False
190,__pr_graph_lp_technology_research__: automation-2,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,automation-2,True,TECH CONE COSTS/direct-cost inversion,False
191,__pr_graph_lp_technology_research__: automation-science-pack,1.0,0.0016666666666666668,487.1336111127525,0.1881106481454126,technology-research,automation-science-pack,True,TECH CONE COSTS/direct-cost inversion,False
192,__pr_graph_lp_technology_research__: battery,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,battery,True,TECH CONE COSTS/direct-cost inversion,False
193,__pr_graph_lp_technology_research__: chemical-science-pack,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,chemical-science-pack,True,TECH CONE COSTS/direct-cost inversion,False
194,__pr_graph_lp_technology_research__: concrete,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,concrete,True,TECH CONE COSTS/direct-cost inversion,False
195,__pr_graph_lp_technology_research__: electric-energy-accumulators,1.0,0.0016666666666666668,536.7069677093774,0.10548838715103762,technology-research,electric-energy-accumulators,True,TECH CONE COSTS/direct-cost inversion,False
196,__pr_graph_lp_technology_research__: electric-energy-distribution-1,1.0,0.0016666666666666668,487.1336111127525,0.1881106481454126,technology-research,electric-energy-distribution-1,True,TECH CONE COSTS/direct-cost inversion,False
197,__pr_graph_lp_technology_research__: electric-engine,1.0,0.0016666666666666668,537.481615638493,0.10419730726917834,technology-research,electric-engine,True,TECH CONE COSTS/direct-cost inversion,False
198,__pr_graph_lp_technology_research__: electronics,1.0,0.0016666666666666668,487.1336111127525,0.1881106481454126,technology-research,electronics,True,TECH CONE COSTS/direct-cost inversion,False
199,__pr_graph_lp_technology_research__: engine,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,engine,True,TECH CONE COSTS/direct-cost inversion,False
200,__pr_graph_lp_technology_research__: flammables,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,flammables,True,TECH CONE COSTS/direct-cost inversion,False
201,__pr_graph_lp_technology_research__: fluid-handling,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,fluid-handling,True,TECH CONE COSTS/direct-cost inversion,False
202,__pr_graph_lp_technology_research__: logistic-science-pack,1.0,0.0016666666666666668,487.1336111127525,0.1881106481454126,technology-research,logistic-science-pack,True,TECH CONE COSTS/direct-cost inversion,False
203,__pr_graph_lp_technology_research__: logistics,1.0,0.0016666666666666668,487.1336111127525,0.1881106481454126,technology-research,logistics,True,TECH CONE COSTS/direct-cost inversion,False
204,__pr_graph_lp_technology_research__: logistics-2,1.0,0.0016666666666666668,487.1336111127525,0.1881106481454126,technology-research,logistics-2,True,TECH CONE COSTS/direct-cost inversion,False
205,__pr_graph_lp_technology_research__: low-density-structure,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,low-density-structure,True,TECH CONE COSTS/direct-cost inversion,False
206,__pr_graph_lp_technology_research__: lubricant,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,lubricant,True,TECH CONE COSTS/direct-cost inversion,False
207,__pr_graph_lp_technology_research__: modules,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,modules,True,TECH CONE COSTS/direct-cost inversion,False
208,__pr_graph_lp_technology_research__: oil-gathering,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,oil-gathering,True,TECH CONE COSTS/direct-cost inversion,False
209,__pr_graph_lp_technology_research__: oil-processing,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,oil-processing,True,TECH CONE COSTS/direct-cost inversion,False
210,__pr_graph_lp_technology_research__: plastics,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,plastics,True,TECH CONE COSTS/direct-cost inversion,False
211,__pr_graph_lp_technology_research__: processing-unit,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,processing-unit,True,TECH CONE COSTS/direct-cost inversion,False
212,__pr_graph_lp_technology_research__: production-science-pack,1.0,0.0016666666666666668,537.481615638493,0.10419730726917831,technology-research,production-science-pack,True,TECH CONE COSTS/direct-cost inversion,False
213,__pr_graph_lp_technology_research__: productivity-module,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,productivity-module,True,TECH CONE COSTS/direct-cost inversion,False
214,__pr_graph_lp_technology_research__: productivity-module-2,1.0,0.0016666666666666668,537.481615638493,0.10419730726917832,technology-research,productivity-module-2,True,TECH CONE COSTS/direct-cost inversion,False
215,__pr_graph_lp_technology_research__: productivity-module-3,1.0,0.0016666666666666668,537.481615638493,0.10419730726917832,technology-research,productivity-module-3,True,TECH CONE COSTS/direct-cost inversion,False
216,__pr_graph_lp_technology_research__: radar,1.0,0.0016666666666666668,487.1336111127525,0.1881106481454126,technology-research,radar,True,TECH CONE COSTS/direct-cost inversion,False
217,__pr_graph_lp_technology_research__: railway,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,railway,True,TECH CONE COSTS/direct-cost inversion,False
218,__pr_graph_lp_technology_research__: robotics,1.0,0.0016666666666666668,537.481615638493,0.10419730726917834,technology-research,robotics,True,TECH CONE COSTS/direct-cost inversion,False
219,__pr_graph_lp_technology_research__: rocket-fuel,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,rocket-fuel,True,TECH CONE COSTS/direct-cost inversion,False
220,__pr_graph_lp_technology_research__: rocket-silo,1.0,0.0016666666666666668,537.481615638493,0.10419730726917832,technology-research,rocket-silo,True,TECH CONE COSTS/direct-cost inversion,False
221,__pr_graph_lp_technology_research__: solar-energy,1.0,0.0016666666666666668,487.1336111127525,0.1881106481454126,technology-research,solar-energy,True,TECH CONE COSTS/direct-cost inversion,False
222,__pr_graph_lp_technology_research__: speed-module,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,speed-module,True,TECH CONE COSTS/direct-cost inversion,False
223,__pr_graph_lp_technology_research__: speed-module-2,1.0,0.0016666666666666668,537.481615638493,0.10419730726917832,technology-research,speed-module-2,True,TECH CONE COSTS/direct-cost inversion,False
224,__pr_graph_lp_technology_research__: speed-module-3,1.0,0.0016666666666666668,537.481615638493,0.10419730726917832,technology-research,speed-module-3,True,TECH CONE COSTS/direct-cost inversion,False
225,__pr_graph_lp_technology_research__: steam-power,1.0,0.0016666666666666668,487.1336111127525,0.1881106481454126,technology-research,steam-power,True,TECH CONE COSTS/direct-cost inversion,False
226,__pr_graph_lp_technology_research__: steel-processing,1.0,0.0016666666666666668,487.1336111127525,0.1881106481454126,technology-research,steel-processing,True,TECH CONE COSTS/direct-cost inversion,False
227,__pr_graph_lp_technology_research__: sulfur-processing,1.0,0.0016666666666666668,516.9108483499678,0.1384819194167204,technology-research,sulfur-processing,True,TECH CONE COSTS/direct-cost inversion,False
228,__pr_graph_lp_technology_research__: utility-science-pack,1.0,0.0016666666666666668,537.481615638493,0.10419730726917832,technology-research,utility-science-pack,True,TECH CONE COSTS/direct-cost inversion,False
229,__pr_graph_lp_required_goal_action__: launch: ,1.0,0.0016666666666666668,599.9937947304163,1.0342115972812922e-05,required-goal-action,,True,launch: ,False
230,__pr_graph_lp_required_timed_action__:required-rocket-silo-craft:recipe: rocket-silo,1.0,0.0016666666666666668,537.481615638493,0.10419730726917832,required-timed-action,rocket-silo,True,recipe: rocket-silo,True
231,__pr_graph_lp_required_timed_action__:required-rocket-silo-placement:entity-build: rocket-silo,1.0,0.0016666666666666668,537.481615638493,0.10419730726917832,required-timed-action,rocket-silo,True,entity-build: rocket-silo,False
232,__pr_graph_lp_or_to_or_and__: 935:item-deliver: stone-brick --> item: stone-brick:noncoproduct-route,2.5855289932032303e-05,4.309214988672051e-08,480.0,0.2,,,True,item-deliver: stone-brick --> item: stone-brick,False
233,item-deliver: stone-brick,2.5855289932032303e-05,4.309214988672051e-08,480.0,0.2,item-deliver,stone-brick,False,,False
234,item-launch: stone-brick,2.5855289932032303e-05,4.309214988672051e-08,360.0,0.4,item-launch,stone-brick,False,,True
